"","id","converted_sample_01.fasta.fq_kallisto","converted_sample_02.fasta.fq_kallisto","converted_sample_03.fasta.fq_kallisto","converted_sample_04.fasta.fq_kallisto","converted_sample_05.fasta.fq_kallisto","converted_sample_06.fasta.fq_kallisto","converted_sample_07.fasta.fq_kallisto","converted_sample_08.fasta.fq_kallisto","converted_sample_09.fasta.fq_kallisto","converted_sample_10.fasta.fq_kallisto","converted_sample_11.fasta.fq_kallisto","converted_sample_12.fasta.fq_kallisto","converted_sample_13.fasta.fq_kallisto","converted_sample_14.fasta.fq_kallisto","converted_sample_15.fasta.fq_kallisto","converted_sample_16.fasta.fq_kallisto"
"126501","ENST00000589056.5",1.12515,3,1.15433,1.32438,0,1,0,2,1.32438,0,0,2.25031,0,0,0,1.12515
"126502","ENST00000587402.2",3.87485,0,0,1.85269,3,0,2,0,1.85269,0,2,1.74969,5,1,0,1.87485
"126903","ENST00000495444.1",0,0.431625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127891","ENST00000418100.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"128010","ENST00000620109.1",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
"128062","ENST00000470252.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"128136","ENST00000433866.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128145","ENST00000645349.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"128247","ENST00000403807.3",50.9922,66.6822,74.5271,78.4496,39.2248,117.674,74.5271,62.7597,70.6047,43.1473,62.7597,125.519,47.0698,66.6822,78.4496,58.8372
"128248","ENST00000302273.2",54.0078,52.3178,83.4729,74.5504,94.7752,41.3256,63.4729,79.2403,36.3953,77.8527,31.2403,69.4806,54.9302,82.3178,75.5504,62.1628
"128285","ENST00000400585.6",1.73537e-08,0,0,0,0.000835548,4.7716e-07,0,7.19988e-07,0.000891124,0,1.27814e-07,0,0,0,0,0
"128287","ENST00000612582.1",2.77219,2.50582,2.51252,5.12766,0,0,2.51684,2.57518,2.54205,0,2.55919,0,0,0,7.7267,2.52362
"128288","ENST00000355219.3",80.5828,43.0991,49.8677,16.1795,34.0378,65.1296,59.513,9.37513,13.4535,65.7828,3.3271,61.3641,2.63555e-06,31.5823,61.4658,69.0133
"128289","ENST00000342247.9",627.265,755.718,695.868,922.016,784.018,690.474,695.497,764.242,751.691,728.28,765.535,713.174,738.646,867.147,701.16,723.576
"128290","ENST00000262608.12",419.455,239.677,394.751,289.677,337.943,436.396,402.473,388.808,247.313,354.937,304.579,377.462,299.354,357.27,429.647,448.888
"128634","ENST00000572088.1",6,12,7,7,1,12,7,1,6,5,11,10,6,6,6,11
"129136","ENST00000492944.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"129320","ENST00000445494.5",6.09747,0,4.65823,5.74114,7.93452,0,3.27986,9.14223,3.74595,0.822967,3.12532,11.6618,0,0,0,6.27704
"129321","ENST00000215957.10",869.082,989,832.681,840,870.379,839,827.72,812.858,911.788,775.507,860.875,904.477,1017,841,807,835.723
"129323","ENST00000454685.5",0.157037,0,4.66086,10.2516,9.33726,0,0,0,0.466026,10.6702,0,0.861413,0,0,0,0
"129325","ENST00000424008.1",5.6637,0,0,0,0.446788,0,0,0,0,0,0,0,0,0,0,0
"129448","ENST00000407886.1",7.21637,10.8246,3.60819,14.4327,10.8246,7.21637,7.21637,7.21637,0,10.8246,7.21637,7.21637,7.21637,3.60819,7.21637,3.60819
"129449","ENST00000423535.1",89.7836,97.1754,111.392,87.5673,75.1754,91.7836,89.7836,98.7836,98,99.1754,51.7836,95.7836,76.7836,92.3918,87.7836,60.3918
"129467","ENST00000491339.1",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"129496","ENST00000498035.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00008,0
"129788","ENST00000381578.6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"129984","ENST00000249075.3",1646.34,1429.88,1544.2,1464.53,1503.47,1477.84,1607.8,1535.07,1496.7,1504.96,1760.32,1378.31,1544.58,1660.39,1492.37,1485.51
"129985","ENST00000403987.3",49.6562,21.1242,11.8042,26.4707,14.5318,44.1641,53.1954,17.93,19.2991,42.0405,39.6828,36.6944,33.4162,40.6066,17.6253,42.4895
"130010","ENST00000518575.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"130307","ENST00000331428.5",367,315,309,281,326,351,295,318,340,357,317,277,282,363,307,381
"130447","ENST00000489654.1",0,0,0,0,0,0,0,0,0,0.537921,0,0,0,0,0,0
"130519","ENST00000397906.6",2368.71,2361.33,2210.34,2171.29,2148.2,1861.54,2425.79,2118.52,2453.03,2507.48,2170.64,2311.42,2495.31,2105.25,2149.2,2060.82
"130521","ENST00000480563.1",0,3.98028,7.49879,0,0,0,0,0,0,0,0,0,0,0,0,0
"130526","ENST00000612946.4",53.6262,170.04,87.4926,391.707,287.166,670.46,37.2063,167.479,1.96949,11.5245,254.356,141.581,64.6859,435.1,328.805,309.507
"130595","ENST00000494718.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"130613","ENST00000603840.5",2.77589,1.69397,3.08192,6.77589,0,0.693973,2.77589,7.77576,3.38795,5.68027,0,0.0819185,0.0819185,1.77589,3.38795,3.46986
"130641","ENST00000474284.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"130662","ENST00000269834.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"130735","ENST00000215754.7",98.3236,89.4222,91.8596,86.5812,94.9708,88.8333,99.4693,90.4922,78.4833,85.7685,89.5275,105.744,101.868,84.7019,87.4373,87.0992
"130736","ENST00000465752.1",42.2045,43.3483,43.4925,31.0111,30.3113,45.1626,41.508,39.2595,31.9185,47.3527,36.537,50.2247,55.6194,44.7707,47.1316,41.8169
"130737","ENST00000498385.1",26.9719,31.7295,30.1479,13.9077,22.7179,18.463,35.0227,22.7483,25.5983,19.3788,25.4355,28.5313,25.0124,18.5274,17.9311,19.5839
"130744","ENST00000586372.5",0,0,0,0,0,0,0,0,1.11518,0,0,0,0,0,0,0
"130789","ENST00000626965.1",0,0,0,0,0,1.94844,0,0,0,0,0,0,0,0,0,0
"130878","ENST00000311437.10",0,0,0,0,0,0,0,0,1.00061,0,0,0,0,0,0,0
"130942","ENST00000497094.6",3,4,3,7,2.93756,3,3,4,0,0,2,4,3,2,1,1
"130992","ENST00000289175.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"131193","ENST00000602059.1",0,0,0,0,0,0,0.472444,0,0,0,0,0,0,0,0,0
"131256","ENST00000406855.7",135.193,117.494,114.283,125.215,136.661,124.531,141.78,145.587,151.709,119.538,174.36,138.817,135.568,128.763,113.674,130.518
"131257","ENST00000404056.1",523.86,491.355,495.037,506.851,418.494,434.381,456.671,443.845,499.49,459.38,428.685,485.911,494.052,466.227,452.531,489.513
"131258","ENST00000290730.11",0,6.40905,7.04324,26.5371,15.96,29.8932,21.8212,16.0544,27.8964,7.66421,21.344,19.8044,22.4643,20.0785,29.0129,32.9417
"131260","ENST00000464034.5",2.64965,0,0,0,0,1.62687,0,0,0,0,0,0,0,0,0,0
"131262","ENST00000318109.11",51.2996,49.4361,62.3257,68.0969,49.2139,67.0189,98.978,84.6793,85.4971,80.9013,50.6368,63.1003,66.3702,77.8492,58.683,91.3434
"131263","ENST00000476077.1",18.9843,20.6028,29.6435,14.4538,20.0401,1.92144,8.39428e-05,10.1559,11.2342,15.2091,22.5333,5.80974,2.29921,2.69649,14.4511,1.98372
"131264","ENST00000464110.1",1.03753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131362","ENST00000505065.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"131781","ENST00000294064.8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"131799","ENST00000394806.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131955","ENST00000465995.5",0,0,0,0,0.361586,0,0,0,0,3.78401,2.7963,0,0,0,0,1.60906
"131972","ENST00000636838.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.00085
"131983","ENST00000396166.7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"132082","ENST00000613549.2",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
"132181","ENST00000352397.9",71.0587,68.7912,58.4616,82.5535,90.9434,107.029,108.454,65.0422,69.7183,78.1612,63.2953,137.715,71.1706,62.9548,132.879,114.318
"132182","ENST00000407623.7",311.507,385.381,321.693,305.912,353.855,351.46,300.627,340.082,367.643,339.57,398.596,386.853,328.102,324.447,358.961,377.635
"132183","ENST00000407332.5",0,0,0,0,0,0,0,0,9.44947e-08,0,0,0,0,0,0,0
"132184","ENST00000470741.1",0,0,0,0,3.17369,1.57399,0,0,1.64705,0,0,1.57981,1.56955,1.91313,0,0
"132185","ENST00000402438.5",58.1426,60.6888,88.2051,89.6293,66.061,70.5526,68.8945,61.7866,64.7708,83.293,123.563,80.5176,43.4119,68.6248,35.5245,74.3177
"132186","ENST00000438270.1",51.9188,27.214,65.126,51.2193,37.6998,52.166,29.6446,27.2688,40.8157,32.4054,27.6031,18.4532,43.5206,41.482,49.5084,31.9748
"132188","ENST00000361740.8",2437.34,2315.89,2505.48,2343.63,2406.26,2394.14,2235.35,2263,2457.42,2160.54,2484.82,2321.86,2309.51,2351.61,2336.13,2369.69
"132521","ENST00000269485.11",4,11,5,8,12,6,4,7,6,11,13,6,8,6,4,6
"132613","ENST00000321341.10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"132630","ENST00000589330.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"132646","ENST00000398465.3",0,2.41145,0,0,0,0,0,0,0,0,0,0.144821,0,0,0,0
"132647","ENST00000248948.3",115,104.589,181,103,113,86,124,132,84,109,104,120.855,124,97,119,86
"133028","ENST00000643290.1",0,0,0,0,0,0,0,0,0,0,0,0,1.548,0,0,0
"133086","ENST00000544604.6",2521.83,2429.99,2457.92,2273.96,2649.54,2490.58,2313.03,2387.35,2462,2457.46,2489.84,2478.88,2499.23,2440.26,2611.63,2464.72
"133087","ENST00000402174.5",118.167,121.838,190.084,149.037,124.658,87.4239,148.967,249.651,151.002,203.544,124.157,154.121,181.907,112.741,152.37,196.276
"133088","ENST00000406323.3",0,1.94559e-07,2.45503e-06,0,0,0,2.07216e-06,2.20949e-05,0,0,1.77612e-08,0,3.73205e-05,3.53909e-07,0,0
"133155","ENST00000359867.7",749.89,619.466,527.568,631.776,719.919,524.71,665.99,502.889,840.332,1064.01,978.744,982.686,849.519,1005.87,1130.66,963.713
"133159","ENST00000403904.5",46.9382,52.0172,0,0.933206,0,1.78544e-08,66.7055,17.3122,111.038,60.7724,118.403,66.605,0,78.2301,134.122,59.3995
"133160","ENST00000431611.5",0,0,0,0,0,0,0,0,0,0,5.93359,3.45918,0,0,0,3.4279
"133161","ENST00000494610.1",0,0,0,0,0,0,0,0,0,2.32882,0,0,0,0,0,0
"133162","ENST00000413574.6",0,0,0,0,0,0,0,0,3.26896,0,0,0,0,0,0,0
"133167","ENST00000612795.1",0,0,0,0,0,0,0,0,0,3.73825,0,0,0,0,0,0
"133169","ENST00000396832.5",268.172,433.517,540.432,548.291,460.081,523.29,459.305,519.799,2066.36,1947.15,1842.92,2104.25,2084.48,1825.9,1715.22,2004.46
"133182","ENST00000519486.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"133188","ENST00000623492.3",0.16197,0.86281,30.2119,0,32.2033,7.79118,47.9194,1.68899,1.52999,32.3271,0.253933,0.664915,15.8046,1.36279,17.5347,24.9651
"133189","ENST00000572661.1",0,0,0,0,0,0,0,0,0,0.71073,0,0,0,0.199595,0,0
"133190","ENST00000570508.2",114.93,148.247,146.483,106.929,127.916,75.1993,136.424,130.415,126.641,128.155,124.352,131.206,179.258,156.156,118.905,156.126
"133329","ENST00000507026.5",0,1,2,2,0.836773,0,2,0.673608,2.25152,0.836804,0,0,1,0,0,1
"133602","ENST00000536101.5",0.0150474,128.312,87.0436,82.764,331.519,90.0405,1.45511e-05,0.000360022,0.975483,46.2159,0.0122602,65.7083,0.00254213,35.3165,0.0865029,51.8341
"133603","ENST00000335473.11",1728.5,1475.69,1625.72,1572.24,1126.45,1702.95,1849,1716.95,1726.02,1753.77,1666.98,1682.29,1786.99,1704.42,1574.53,1604.14
"133604","ENST00000407587.6",0.000639032,2.02969e-07,7.5399e-07,1.45753e-07,0.00166854,1.11893e-05,4.76174e-07,2.55616e-06,0.000241977,0,0.00370881,2.65183e-07,5.73956e-05,0.0157972,0.00212361,0
"133605","ENST00000539302.5",0.483628,5.55145e-06,0,8.18452e-05,1.22211e-07,0.000678076,0.000485056,0.000620176,6.1305e-05,2.17541e-07,0,0,0.00336371,1.01442e-06,0.000698894,0
"133606","ENST00000418374.6",0.00324085,6.98666e-07,0.236732,0.000265127,93.0282,0.0107642,0,0.0442473,1.48381e-07,0.00938045,0.000677376,5.56285e-05,0,0.252266,0,1.26463
"133610","ENST00000543971.1",0,0,0,0,0,1.10257e-07,0,0,0,1.06085e-07,0,0,0,0,20.3808,33.7586
"134198","ENST00000380498.10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"134348","ENST00000563419.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"134426","ENST00000611600.4",63.6036,50.4385,59.8165,65.9387,34.7185,42.0499,58.758,61.6742,55.9942,78.6892,59.147,41.4023,64.2747,64.3289,70.9713,25.0508
"134428","ENST00000612717.4",253.816,306.609,319.907,322.993,235.498,281.381,271.362,273.238,286.721,267.934,265.355,277.625,262.714,260.876,317.831,252.707
"134429","ENST00000617532.4",0,0,0,0,0,5.12667,0,0,0,0,0,0,0,0,0,0
"134452","ENST00000474866.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"134639","ENST00000574928.5",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"134657","ENST00000508193.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"134694","ENST00000316851.11",0,0,2,1,1,0,0,0,0,1,0,0,1,0,2,0
"134716","ENST00000618266.4",0,0,8.6453e-08,1.2093e-07,1.294e-08,0,0,0,0,0,0,0,0,0,2.54249e-08,0
"134842","ENST00000423335.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"135096","ENST00000435893.6",0,0,1.00091,1,0,1,0,0,0,0,0,0,0,1,0,0
"135126","ENST00000335508.10",0,0,1.05727,0,0,0.382094,0,0,0,0,0,0,0,0,0,0
"135247","ENST00000372007.9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"135472","ENST00000300105.6",297,276,261,271,272,288,263,262,251,254,261,257,267,227,254,248
"135491","ENST00000558970.2",0,0,0,1.00086,0,0,0,0,0,0,0,0,0,0,0,0
"135545","ENST00000472558.6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"135562","ENST00000482818.1",10.663,10.4476,9.09508,16.0027,5.16955,10.6354,1.85069,10.513,8.99594,10.7724,12.3689,10.4795,0,10.9587,12.4395,12.7754
"135563","ENST00000405198.5",0.000463165,1.15488e-07,139.121,0.0041445,6.25043e-05,0.000119225,3.4296e-05,1.6428e-05,0,1.97689e-05,1.03169e-05,0.037598,2.05762e-07,2.02517e-05,0.0024533,0.0226381
"135564","ENST00000317368.11",641.223,577.372,557.466,782.054,603.468,419.455,553.586,620.069,476.499,486.502,472.199,528.552,455.539,561.329,687.329,648.77
"135565","ENST00000402502.5",0,9.0892,0.000274256,6.34137e-05,4.03084,0.000409003,0,0.0140417,0,5.51148e-05,0.103734,0.047121,2.25633e-05,0,0.000281844,3.57081e-07
"135566","ENST00000472057.1",4.50668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135570","ENST00000432560.6",1248.94,882.689,1005.22,1010.62,930.71,1198.46,1008.69,1118.44,862.046,1152.61,1257.08,989.297,1286.66,1471.57,882.867,955.041
"135571","ENST00000357586.6",695.669,912.46,681.099,727.975,972.505,678.444,802.871,834.927,947.459,843.111,689.914,1049.56,597.754,667.145,865.359,933.391
"135572","ENST00000415447.5",0,97.9429,2.0507e-08,0.340408,5.11706,8.1481e-07,0,0.0371798,0,0.000117114,108.338,0.0283267,0.047859,0,0.00230984,5.06244e-07
"135639","ENST00000605017.1",1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"135643","ENST00000609004.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"135683","ENST00000599666.5",7.21028,4.09948,4.77484,4.7252,4.61898,2.18163,2.23642,0,1.1335,0.924869,3.49686,0,0,0,0,0
"135710","ENST00000341976.4",764,726,838,778,770,751,692.286,825.402,682,694,763,752,731.324,798,729,809
"135886","ENST00000593745.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"136077","ENST00000574943.5",311.106,324.227,289.656,307.248,317.197,310.757,327.213,279.247,306.281,314.425,303.073,313.039,311.878,292.003,317.537,305.316
"136078","ENST00000576946.5",47.4041,54.135,53.8833,55.6269,70.2089,52.1179,38.4834,80.8778,71.0936,57.1967,56.4061,47.9607,63.3719,48.6218,69.2132,53.4952
"136080","ENST00000574164.2",4.96081,1.55171,1.84354,1.87236e-07,4.87631,0,2.21338,1.36297e-06,0,0.0135433,2.58536,1.01796e-07,0,0,0,2.75544
"136199","ENST00000373664.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00089
"136223","ENST00000608773.1",0,0,0,0,0,0.890998,0,0,0.778053,0,0,0.971117,0,0,0,0
"136224","ENST00000571525.3",74.6037,66,78.25,83.5,75,66.2053,72.8759,68,63.7219,85.25,89.75,67.618,69.75,79.8581,98.5,69.0673
"136225","ENST00000606595.6",6.58501,9,8,11,9,6.61475,4.49632,12,5,5,5,7.64354,9,6.56775,3,11.7306
"136274","ENST00000599242.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"136376","ENST00000591498.1",0,0,0,0,0,0,0.926627,0,0,0,0,0,0,0,0,0
"136587","ENST00000215855.6",113,137,212,187,181,182,155,209,176,179,155,136,151,187.477,182,211
"136588","ENST00000404334.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3.52346,0,0
"136687","ENST00000406486.8",6.97617e-07,27.1841,83.9534,0.158144,0.514898,54.7317,100.636,137.011,161.166,0.000188078,257.613,2.95851,61.9353,62.806,92.832,71.1831
"136690","ENST00000401395.1",19.8179,7.12419,0,12.0762,0,11.1655,18.2493,31.1268,12.1541,6.38213,11.8102,27.4691,25.2973,22.1908,28.3191,11.0434
"136691","ENST00000637069.1",331.074,291.792,230.079,361.94,338.986,403.392,369.44,288.17,340.117,268.885,490.855,315.256,297.846,268.455,318.404,314.615
"136692","ENST00000358431.7",1762.11,2058.9,1701.97,1711.83,1943.5,1638.71,1885.67,1642.69,1563.56,1653.73,1413.72,2010.32,1716.92,1779.55,1762.44,1744.16
"136733","ENST00000644273.1",0,0,0,0,0,0,0,1.00325,0,0,0,0,0,0,0,0
"137275","ENST00000340855.10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"137643","ENST00000474104.5",0,1.2367,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"137671","ENST00000244571.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"138005","ENST00000438932.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"138025","ENST00000521227.1",0,0.891466,0,0,0,0,0,0,0,0,0,0,1.76392,0,0,0
"138131","ENST00000563972.1",0,0,0,0,0,0,0,1.00016,0,0,0,0,0,0,0,0
"138303","ENST00000485188.1",0,0,0,0,0,1,0,0,0,0,2.01187,0,0,0,0,0
"138445","ENST00000396197.7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"138637","ENST00000444626.5",106.445,79.699,101.957,115.357,85.4869,70.3141,75.0003,104.527,89.4064,97.3856,84.3062,55.9263,117.382,79.8377,54.0996,99.6352
"138638","ENST00000397938.6",1721.95,1538.28,1594,1614.81,1668.7,1606.19,1808.9,1522.57,1645.54,1643.57,1708.92,1879.75,1594.13,1651.69,1721.13,1566.25
"138639","ENST00000436425.5",0,5.80939,0.411389,0,15.1953,0,0,0,0,0,0,0.00242397,0,7.95902,4.369,0
"138640","ENST00000447973.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11316,0
"138642","ENST00000406548.5",91.5753,167.086,0.9851,0.0265349,1.84265e-08,0.348478,11.781,65.7665,56.7135,0.056829,8.34611e-07,1.50656,0.610101,8.08216,70.3542,5.67148e-06
"138645","ENST00000331029.11",0,0,0,0,0,0,0,0,0,14.3351,0,0,0,14.8691,0,0
"138646","ENST00000483415.5",5.7468,1.43044,4.26939,5.65786,4.24543,1.44362,2.87072,1.45779,1.42893,2.84034,4.28742,5.72628,2.86433,2.79668,0.428123,5.69894
"138647","ENST00000414183.6",388.412,367.77,427.903,406.144,401.675,407.583,295.325,413.566,388.12,463.52,471.984,368.801,527.712,407.03,331.609,421.324
"138648","ENST00000333395.10",142.163,152.571,161.329,217.403,182.918,170.189,169.325,182.492,168.444,183.608,146.931,164.551,228.259,123.472,102.339,198.361
"138649","ENST00000455726.5",79.1262,86.3112,100.964,65.5356,69.7832,52.9376,46.2867,85.5448,96.0719,70.6847,67.5678,92.2992,81.0462,77.2513,91.5434,123.313
"138650","ENST00000332035.10",0,3.09066e-08,2.62651e-08,1.78953e-08,6.67552e-06,0.000419382,1.20956e-05,1.74125e-05,0,9.67392e-06,6.31845e-08,0,0,0,0.177491,0
"138652","ENST00000479135.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38598,0
"138653","ENST00000469669.5",0,0,0,2.06312,0,0,0,0,0,0,0,0,0,0,0,0
"138656","ENST00000610553.1",0,0,0,0,0,1.42788,1.44896,0,1.44632,0,0,1.43598,0,0,1.45342,1.41635
"138657","ENST00000332050.10",0,0,0,0,0,14.5039,0,0,0,0,0,0,0,0,0,0
"138658","ENST00000629659.2",12.5762,0,24.1617,0,0,0,0,0,15.7795,0,0,0,0,0,0,0
"138819","ENST00000398743.6",520.604,415.944,407.366,479.242,478.138,449.418,569.135,560.842,311.562,192.523,282.008,157.297,178.156,233.292,205.439,256.832
"138820","ENST00000492657.5",46.5382,7.15694e-06,21.8009,1.27988e-06,51.236,0.000108599,25.8991,0.000137213,0,28.2585,72.8544,31.6729,93.0229,2.35935e-07,144.196,36.5269
"138821","ENST00000405655.7",204.025,340.902,216.085,194.155,240.081,158.949,366.484,324.136,280.94,251.885,209.856,304.042,256.383,223.759,183.875,159.151
"138822","ENST00000402697.5",159.024,336.387,247.936,261.485,261.033,230.394,166.059,165.895,181.492,179.321,170.092,181.887,109.447,180.159,176.991,161.81
"138823","ENST00000439106.5",0,0,6.80244,0,0,0,0,0,0,4.24222,0,0,0,0,0,0
"138824","ENST00000438888.5",0,0,0,0,3.33416,0,0,0,0,0,0,3.20701,0,0,0,0
"138825","ENST00000420709.5",10.3548,1.38751e-06,12.2246,6.67893,0,0.00336163,16.0054,11.254,15.8716,0.549743,0.0705737,0,1.8631e-07,0.0060381,0,7.99109
"138826","ENST00000476336.5",0,0,0,0,0,0,0,1.69124,0,0,0,0,0,0,0,0
"138828","ENST00000406503.1",1.42533e-05,0,0,0,0,0,0,0,7.93116e-08,0,0,0,9.64131e-08,0,0,0
"138831","ENST00000543184.5",506.306,513.779,522.116,639.734,433.936,480.675,534.985,505.153,466.513,567.156,413.161,575.421,457.789,550.597,237.597,545.425
"138832","ENST00000398741.5",179.815,128.378,262.227,244.573,271.21,352.898,102.925,221.105,138.549,216.142,202.04,176.184,240.448,203.986,164.199,230.476
"138857","ENST00000507896.5",0,0,0,0,0,0,0,0,0,0,0,0,0.998033,0,0,0
"138859","ENST00000505165.5",0,0,0,0,0,0,0,0,0,0,0,0,0.00196664,0,0,0
"138860","ENST00000503607.5",0,0,0,0,0,0,0,0,0,0,0,0,1.01281e-08,0,0,0
"139111","ENST00000637626.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"139182","ENST00000561981.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139185","ENST00000645180.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07468,0
"139246","ENST00000493862.5",0,0,0,3.78213,0,0,0,0,0,0,0,0,0,0,0,0
"139247","ENST00000438329.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349193
"139248","ENST00000359114.8",1993.01,1986.94,1920.03,1883.22,2108.27,2002,1904.35,1956.04,546,609.564,581.768,597.484,523.384,485,610,532.073
"139250","ENST00000468597.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57741
"139252","ENST00000611699.1",1.99565e-07,0,12.9888,0,0,0,0.0173404,0,0,0,0,0,9.91618,0,0,9.06594e-06
"139315","ENST00000589086.1",2,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1
"139336","ENST00000462609.2",0,0,0,0,0,0,2.42707,0,0,0,0,1.80154,0,0,0,0
"139629","ENST00000366847.8",0,1.03208,0,0,0,2.01893,2.08511,0,4.21318,2.10656,2.58922,4.38788,2.78963,3.67615,1.98058,0
"139707","ENST00000534010.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"139783","ENST00000640672.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"140075","ENST00000356956.5",0,1.01062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140091","ENST00000404085.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"140093","ENST00000598347.2",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"140127","ENST00000490282.1",0,0,0,0,0,0,0.127731,0,0,0,0,0,0,0,0,0
"140275","ENST00000515210.2",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"140413","ENST00000327451.10",352.058,341.39,314.862,364.683,404.884,384.064,352.059,329.073,352.039,330.722,224.037,399.994,367,351.973,320.053,362.727
"140414","ENST00000399813.1",41.9416,114.61,83.7841,76.5678,53.908,53.9361,65.9412,95.4666,19.9608,118.278,112.963,0.00576927,6.57813e-08,0.0266386,71.9465,55.2727
"140416","ENST00000467228.1",0,0,0,0,1.20816,0,0,2.46078,0,0,0,0,0,0,0,0
"140417","ENST00000497401.1",0,0,4.35362,6.74891,0,0,0,0,0,0,0,0,0,0,0,0
"140505","ENST00000302097.3",209.257,212.265,192.753,211.993,169.5,217.03,173.485,175,231.074,169.5,189.463,200.5,199.041,195.71,204.507,225.268
"140524","ENST00000396884.6",891,740.993,885,892.263,837.997,791.775,866.886,864.775,476,582,534,557.99,516.999,555.998,564.902,574
"140525","ENST00000360880.6",9.29783e-05,0.00736758,8.25604e-05,0.73725,0.00333209,31.2248,4.1141,0.22473,5.1127e-05,0.000414761,1.27067e-06,0.00983842,0.000505478,0.0015773,0.0977764,0
"140719","ENST00000278765.8",1.05199,0,1.07615,2.15594,0,0,0,0,0,1.06313,0,0,1.06363,0,1.05254,0
"140802","ENST00000389262.8",275.982,249.555,298.519,364.41,337.694,304.495,401.379,311.506,287.092,259.396,364.878,343.743,329.254,287.783,258.45,400.831
"140803","ENST00000263196.11",1091.98,1531.89,1536.44,1314.75,1406.49,1405.9,1320.53,1387.54,1529.65,1327.02,1341.94,1308.91,1346.18,1402.34,1438.19,1086.68
"140804","ENST00000467659.1",3.6415,0,0,0,3.58841,0,0,0,0,0,0,0,3.65807,0,0,0
"140807","ENST00000537045.5",2937.77,2549.55,2775.04,2873.19,2591.11,2751.44,2651.84,2343.74,2479.4,2777.68,2682.17,2954.35,2510.8,2682.62,2608.29,3202
