"","id","converted_sample_01.fasta.fq_kallisto","converted_sample_02.fasta.fq_kallisto","converted_sample_03.fasta.fq_kallisto","converted_sample_04.fasta.fq_kallisto","converted_sample_05.fasta.fq_kallisto","converted_sample_06.fasta.fq_kallisto","converted_sample_07.fasta.fq_kallisto","converted_sample_08.fasta.fq_kallisto","converted_sample_09.fasta.fq_kallisto","converted_sample_10.fasta.fq_kallisto","converted_sample_11.fasta.fq_kallisto","converted_sample_12.fasta.fq_kallisto","converted_sample_13.fasta.fq_kallisto","converted_sample_14.fasta.fq_kallisto","converted_sample_15.fasta.fq_kallisto","converted_sample_16.fasta.fq_kallisto"
"246","ENST00000435688.1",4.98332,4.59053,0.406211,0.770616,3.41541,2.17248,4.74251,4.61477,5.89249,2.01759,5.1443,6.23117,5.08324,2.70178,7.68029,3.42041
"297","ENST00000634759.1",9.06805,7.09504,10.4614,7.79614,8.03683,14.8464,6.96934,6.82125,11.8996,12.2027,0,0,19.9504,14.7131,0,11.8624
"333","ENST00000573762.1",4.98332,4.59053,0.406211,0.770616,3.41541,2.17248,4.74251,4.61477,5.89249,2.01759,5.1443,6.23117,5.08324,2.70178,7.68029,3.42041
"340","ENST00000618719.2",0,0,0,0,0,1.92671,0,0,0,0,0,3.08823e-08,0,0,0,0
"341","ENST00000629682.2",265.736,293.096,176.45,222.905,236.233,166.606,212.408,275.754,244.477,232.311,294.512,279.288,318.792,258.892,232.112,210.962
"342","ENST00000620741.3",45.3898,45.6585,94.0616,78.4255,51.6665,24.8463,90.5322,93.0748,40.5567,58.1817,29.268,48.8038,65.3011,57.1259,26.1017,80.2621
"345","ENST00000628872.1",4.98332,4.59053,0.406211,0.770616,3.41541,2.17248,4.74251,4.61477,5.89249,2.01759,5.1443,6.23117,5.08324,2.70178,7.68029,3.42041
"347","ENST00000616376.1",0,0,0,0,0,20.3989,0,0,0,9.51309,0,17.6832,0,0,0,0
"390","ENST00000634785.1",0,0,3.93281,0,0,0,0,0,0,0,0,0,0,5.4894,0,0
"391","ENST00000635170.1",0,0,0,0,0,0,0,3.61051,0,0,0,0,0,0,0,0
"394","ENST00000634356.1",4.98332,4.59053,0.406211,0.770616,3.41541,2.17248,4.74251,4.61477,5.89249,2.01759,5.1443,6.23117,5.08324,2.70178,7.68029,3.42041
"395","ENST00000635668.1",0,0,0,0,0,0,0,0,0,5.03371,0,0,0,0,0,0
"471","ENST00000390321.2",35.1497,40.8522,17.4424,33.1422,52.8346,21.6866,45.2964,15.6211,85.2948,90.1409,126.418,66.9407,73.035,94.6227,60.5784,96.3413
"475","ENST00000390331.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"549","ENST00000620395.2",11,9,10,11,11,10,6,16,12,7,13,11,8,3,9,9
"622","ENST00000390289.2",42,28,42,35,30,41,35,27,50,43,22,27,29,32,27,20
"623","ENST00000390290.3",32,30,31,33,23,29,46,22,32,39,28,28,41,25,38,28
"832","ENST00000616938.1",221.174,187.636,201.088,226.599,244.923,256.34,169.393,246.105,199.011,212.987,146.729,192.586,213.992,222.933,223.517,206.222
"889","ENST00000549056.1",0,0,0,1.87019,0,0,0,0,1.78243,0,0,0,0,0,0,0
"1092","ENST00000461688.5",0,5,0,1,0.764817,0.797852,0,0.529724,0,1.76486,0,1,3,0,0,0
"1119","ENST00000216252.3",193,199,241.761,173,211,211,238,213,265,209,224,241,220,216,203,203
"1120","ENST00000459687.5",0,0,2.23916,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133","ENST00000361534.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1360","ENST00000358502.9",382.712,551.795,477.205,324.587,623.222,480.183,374.689,450.396,464.429,516.864,521.192,440.102,477.66,567.724,502.885,431.791
"1361","ENST00000249066.10",615.288,555.205,672.794,638.577,491.778,632.817,627.311,566.604,566.571,607.905,480.303,554.125,592.925,493.448,499.705,546.209
"1362","ENST00000451256.6",0,0,0,0,0,0,0,0,0,0,0,0,12.574,0,0,0
"1363","ENST00000529194.5",0,0,0,0.00295564,0,0,0,3.52054e-06,0,0,10.6652,0,0,0,0,0
"1364","ENST00000454728.5",0,0,0,0,0,0,0,0,0,2.23006,0,0,0,0,0,0
"1519","ENST00000215912.9",488.77,499.271,548.373,642.869,455.86,541.234,529.834,681.26,532.104,776.525,674.618,699.136,566.16,641.721,676.244,544.14
"1520","ENST00000480654.5",5.46483,5.98514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1524","ENST00000441972.5",446.748,484.744,363.627,330.131,505.14,436.766,460.166,373.74,2022.9,1999.47,2165.38,1970.86,2044.84,2113.28,1894.76,2147.86
"1525","ENST00000317216.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1548","ENST00000266269.9",551.991,823.109,594.744,762.374,843.718,696.354,761.939,721.651,3413.45,3082.63,2963.33,3191.19,3123.41,3133.07,2878.31,3006.06
"1549","ENST00000405309.7",885.064,780.004,1034.64,643.865,674.996,842.705,599.888,722.956,581.206,892.039,934.524,578.068,726.221,664.835,891.626,813.681
"1550","ENST00000351933.8",881.967,791.963,526.686,856.776,851.768,965.059,992.575,932.396,3523.88,3463.48,3287.22,3602.93,3462.82,3692.61,3315.41,3556.92
"1551","ENST00000494109.1",0,0,0,0,0,0,0,0,1.30183,0,0,0,1.3103,0,0,0
"1552","ENST00000465287.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3.03215,0,0
"1553","ENST00000215919.3",480.978,498.925,495.932,433.984,559.518,528.882,480.598,550.997,2251.17,2400.86,2382.92,2392.81,2375.24,2485.45,2395.65,2416.34
"1583","ENST00000523752.5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1611","ENST00000460357.1",1,0,2,1,0,3,1,1,5,3,5,1,3,2,4,6
"1648","ENST00000371532.5",0,0,0,0,1.3986,1.20215,0,2.79667,0,1.39833,0.00405498,0,0,0,0,0
"1651","ENST00000476110.1",5.01698,9.07738,4.39345,1.7861,1.63862,2.00388,9.10956,4.61132,6.64389,3.34751,3.66297,1.33441,3.06339,4.08473,12.3647,3.23312
"1652","ENST00000216225.8",157.983,220.923,178.607,185.214,158.361,172.996,159.89,193.389,191.356,205.652,180.337,203.666,165.937,194.915,201.635,202.767
"1801","ENST00000263253.8",1876.27,1697.15,1791,1773,1717.93,1803.55,1801.93,1813.03,1789.32,1776.16,1826.73,1883.1,1611.82,1670.81,1668.66,1829.06
"1804","ENST00000634860.1",0,8.4674,0,9.01343,7.069,5.4278,0,4.24605,0,2.95284,0.983529,3.90294,1.10311,7.97225,10.0135,5.93875
"1805","ENST00000634690.1",0.00253682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1806","ENST00000634728.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010162,0,0
"1809","ENST00000635691.1",0,0,0,0,0,0,0,0,3.68263,0,0,0,0,0,0,0
"1811","ENST00000635584.1",4.72606,8.38481,0,5.98861,0,5.02347,2.07475,2.72394,5.21062e-06,9.88876,3.29129,0,10.0806,7.21684,17.2849,0
"1812","ENST00000635083.1",0,0,1.15497e-05,0,0,0,0,0,0,0,0,0,0,0,0.0447446,0
"1841","ENST00000614261.4",19,25,33,19,20,22,30,21,27,15,24,19,16,32,14,23
"2010","ENST00000357726.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2030","ENST00000440343.5",6.67222,4.83158,4.15997,2.88008,9.07205,6.74293,11.4671,5.33738,3.06914,7.20551,6.27281,1.14367,3.93679,5.06101,6.2346,8.03596
"2031","ENST00000415785.5",0,0,0,0,1.61469,0,0,0,1.93472,0,0,0,0,0,0,0
"2032","ENST00000420804.5",1.14372,0,4.94111,4.50213,0,12.7776,0,0,4.53605,0,0,0.0136893,2.3352e-07,0,0,0.168458
"2034","ENST00000407236.5",2325.93,1433.37,2052.82,2396.43,1809.26,1532.33,2091.33,1915.37,1613.23,1366.85,1190.83,2091.64,1522.57,1637.96,1692.55,1415.11
"2039","ENST00000402126.1",0,0,0,15.8226,0,23.2375,0,6.15554,6.45464,0,0,3.98307,0,3.69311e-07,14.6355,0
"2041","ENST00000262735.9",1701.25,2451.8,1848.08,1520.36,2289.05,2266.91,1720.2,1845.14,2370.77,2501.6,2706.9,1856.22,2423.49,2312.98,2219.58,2461.68
"2159","ENST00000373542.8",0,0,0,0,0,3.05113e-06,0,0,0,0,0,0,0,0,0,0
"2163","ENST00000541944.5",0,0,0,0,0,0.999997,0,0,0,0,0,0,0,0,0,0
"2330","ENST00000553024.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2412","ENST00000404583.5",207.094,206.292,273.157,213.199,190.602,157.053,192.687,201.977,129.454,176.974,145.49,178.545,195.398,161.551,255.087,284.264
"2413","ENST00000314567.7",73.5108,92.0701,53.6368,53.6463,72.0585,109.869,54.5895,108.592,72.3487,76.3946,95.4637,85.2428,137.574,81.9402,35.7142,59.2501
"2414","ENST00000381037.4",8.12277e-06,0,0.0240965,0,0,0,0,0,0,0,12.3479,0,0,0,10.8107,0
"2415","ENST00000404744.1",0,11.7679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2416","ENST00000475605.1",0,0.0227309,0,0.857971,15.7429,24.2934,4.69926,12.3533,10.6293,0,0,0,8.2006,28.5772,2.36191,0
"2417","ENST00000474256.1",12.3949,10.8475,28.1825,22.2971,23.5967,26.7848,10.0244,16.0777,16.5682,9.63128,1.69837,21.2119,10.8277,13.9315,15.0264,22.4862
"2476","ENST00000413817.7",107.271,77.6302,78.7382,92.9869,105.334,105.743,114.653,101.732,71.6092,114.292,83.2324,88.9449,121.102,101.564,73.1271,89.7789
"2477","ENST00000495607.5",264.273,185.53,209.409,251.565,283.158,257.773,204.793,277.056,217.559,268.939,244.952,289.48,238.906,243.139,296.75,254.371
"2478","ENST00000471942.6",100.456,70.8402,77.8526,81.4482,93.0763,72.484,58.3551,78.2104,67.8319,68.7693,103.815,88.5749,72.9922,79.297,58.1225,84.8497
"2479","ENST00000433760.1",0,0,0,0,3.43213,0,6.1985,0.00232802,0,0,0,0,0,0,0,0
"2547","ENST00000278550.11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2616","ENST00000413084.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2753","ENST00000482532.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2814","ENST00000253255.6",1415,1622,1475,1598,1593,1546,1548,1536,1527,1577,1426,1538,1428,1456,1564,1532
"2815","ENST00000396398.7",717,751.74,711,729,772,726,682.259,687.876,686,782,859,641.999,894,723.099,747.855,718.419
"2816","ENST00000403363.5",0,11.1352,0,0,0,0,29.7049,36.1236,0,0,0,8.95537e-05,0,1.87947,6.14469,0
"2817","ENST00000402937.1",0,1.12487,0,0,0,0,0.0365793,0.000817023,0,0,0,0.00056625,0,4.02119,9.57535e-05,20.5808
"2909","ENST00000412113.5",32.9449,15.7627,25.2891,36.3569,27.5776,12.5046,28.3463,28.6411,45.3366,32.5732,29.8998,38.2728,16.1914,28.0691,30.2636,40.1716
"2913","ENST00000328823.13",432.055,410.237,449.711,492.643,382.422,484.495,425.654,395.359,463.663,404.427,494.1,470.727,337.809,557.931,469.736,464.828
"2996","ENST00000647239.1",0.0646693,0,0,0,0,0,0.344253,0,0,0,0,0,0,0,0,0
"3044","ENST00000611189.2",0,0,0,0,0,0,0,0,0,1.00032,0,0,0,0,0,0
"3052","ENST00000646454.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"3076","ENST00000645944.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3248","ENST00000413199.1",3.83254,2.46764,3.19867,7.60229,6.61729,1.64684,2.46954,5.5212,3,1.6467,0.723432,0.265771,0,2,6,2.60234
"3303","ENST00000417709.5",0,0,0,0,1.47547,0,0,0,0,0,0,0,0,0,0,0
"3304","ENST00000381031.7",499,458,441,488,548.525,565,576,549,576,545,532,529.111,426,423,474,482
"3308","ENST00000451998.1",0,0,0,0,0,0,0,0,0,0,0,1.88855,0,0,0,0
"3405","ENST00000382151.6",475.105,338.286,341.327,345.586,330.325,246.658,384.729,267.866,501.747,178.237,248.509,277.05,79.5407,364.44,424.168,200.62
"3407","ENST00000437808.5",0,0,2.39281e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
"3408","ENST00000473770.5",0,0,0,0,0,0,0,0,0,0,6.83574,0,0,0,0,0
"3413","ENST00000478893.5",0,0,5.76199,0,0,0,0,0,0,0,0,0,0,0,0,0
"3414","ENST00000491342.1",0,0,0,0,0,0,0,0,0,0,0,3.40324,0,0,0,0
"3415","ENST00000422020.5",0,0,0,0,0,2.60284e-06,0,22.0138,0,17.3954,1.40621e-06,0,0,0,0,0
"3417","ENST00000431201.5",0,4.13493,0,0,0,4.41917,12.0364,0.0122465,12.2526,4.34773,0.026555,0.991158,0,0,0,0
"3419","ENST00000486675.5",0,1.44997,0,0,3.0427,0,1.33319,1.46207,0,2.88191,1.35921,1.37121,0,3.05232,1.41072,2.81254
"3421","ENST00000266095.9",179.895,218.129,144.911,137.414,160.632,285.923,95.902,144.646,0.000536959,357.138,289.27,249.185,439.459,110.508,64.4218,321.567
"3463","ENST00000412438.5",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3603","ENST00000344710.9",773.333,707.585,694.673,678.035,696.84,682.199,811.396,813.013,777.565,711.496,715.197,664.919,715.926,857.729,758.022,777.437
"3605","ENST00000397525.5",954.372,560.141,691.42,823.402,891.997,453.979,863.445,743.566,668.317,798.374,938.834,641.643,744.72,879.852,804.018,623.113
"3606","ENST00000330125.9",426.295,802.274,582.907,432.517,417.617,924.375,355.159,623.421,424.118,509.13,495.969,634.85,584.354,483.419,562.568,638.54
"3607","ENST00000397523.5",0,1.33409e-07,0,2.63536e-05,0,0,3.82461e-08,0,0,0,0,0,0,0,0,0
"3608","ENST00000445424.5",0,0,0,0,3.54553,0,0,0,0,0,0,0,0,0,0,0
"3612","ENST00000423097.5",0,0,0,8.04602,3.90053e-08,18.4464,0,0,0,0,0,6.58717,0,0,2.39221,0.91099
"3843","ENST00000331457.8",798.134,865.419,851.235,839.494,898.2,936.705,798.4,921.682,328.753,284.724,243.275,270.047,214.276,275.918,296.302,314.076
"3845","ENST00000433341.5",77.9641,102.009,83.1373,37.5216,64.6,90.1036,83.8667,107.831,26.2392,16.6804,26.158,16.1608,42.9863,14.9686,0.41167,14.7196
"3847","ENST00000469673.1",70.8059,85.5723,86.1087,83.9843,75.2,96.1911,82.7333,68.4863,12.0078,28.5961,19.5501,36.7922,32.1178,26.1137,8.28682,4.20392
"3848","ENST00000548143.1",0,0,3.30608,0,0,0,0,0,0,0,7.55646,0,1.43564,0,0,0
"3895","ENST00000373842.8",0.5,0.962333,0.962333,0,0,0,0,0.962333,0.994025,0.513016,0.962333,0,0.962333,1,0,0
"3904","ENST00000473716.5",0,1,1,3,0,0,1,0,0,1,2,0,2,1,2,4
"3924","ENST00000432498.5",478.543,418.531,701.942,597.205,490.633,749.657,750.025,431.972,484.197,425.213,536.935,277.589,386.777,620.394,545.063,628.631
"3925","ENST00000443011.5",216.65,391.148,351.307,311.573,179.095,110.222,299.339,302.566,273.584,324.896,224.995,317.065,261.931,233.254,252.174,191.619
"3928","ENST00000400289.5",658.645,536.18,580.151,542.413,775.069,774.117,699.534,592.118,688.316,586.697,674.657,587.971,733.007,729.518,434.236,618.808
"3929","ENST00000444859.5",0,0,0,0,0,0,0,0,1.99001,0,0,0,0,0,0,0
"3930","ENST00000400288.6",465.123,495.228,429.348,634.677,454.248,418.586,287.334,500.981,409.183,738.26,651.689,657.459,519.161,426.091,647.564,480.706
"3931","ENST00000382162.7",0,0,0,3.17622,0,0,0,0,3.16696,0,0,0,0,0,0,0
"3932","ENST00000524296.5",10.9347,0,0.000169889,0,0,0,0,9.64138,0,11.9382,0,0,0,0,0,0
"3933","ENST00000450787.1",0,0,0,0,0,0,0,3.8096,0,0,0,0,0,0,0,0
"3935","ENST00000476010.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05807
"3936","ENST00000484806.1",0,16.1741,6.17449,0,0,0.00343939,0.00494378,0,0,0,0,0,0,0,0,0
"3937","ENST00000452250.5",96.6569,87.2324,138.663,52.0659,142.434,105.792,97.652,54.821,170.86,75.0423,37.248,93.4038,149.235,51.1024,107.768,114.345
"3940","ENST00000417682.6",0,0,10.1858,0,0,0,0,0,0,0,0,0,8.08036,0,0,0
"3942","ENST00000488883.5",1.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3945","ENST00000463436.1",0,0,0,0,0,0,0,0,0,0,1.00334,0,0,0,0,0
"3946","ENST00000495107.1",0,0,0,0,0,0,0,0,0,1.60149,0,0,0,0,0,0
"3947","ENST00000474741.5",0,0,0,0,0,0,0,0,0,8.44285,0,0,0,0,0,0
"3948","ENST00000476577.5",0,0,2.05345,0,0,0,0,0,0,0,0,0,0,0,0,0
"3949","ENST00000464333.5",0,0,0,0,0,0,1.17668,0,0,0,0,0,0,0,0,0
"3950","ENST00000357852.3",0,0,1.92121,0,0,0,0,0,0,0,0,0,0,0,1.97951,0
"3951","ENST00000540643.5",2145.95,2054.51,1995.47,2231.89,2311.52,1889.62,2105.93,2187.09,2114.7,2157.91,2077.81,2142.51,2159.99,2220.64,2109.22,2073.83
"4391","ENST00000453700.7",6.00568,7.00669,7.00694,9,8.00817,6,2.00062,2,7,4,4.00357,8,4,4.00377,6,1.00094
"4499","ENST00000229179.8",0,1,1,2,0,4,1,2,0,2,0,3,1,1,0,1
"4615","ENST00000495526.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4634","ENST00000602469.1",0,0,0,0,0,0,0,0,0,0.00260305,0,0,0,0,0,0
"4637","ENST00000373839.7",0,0,1.00112,0,0,0,0,1,0,0,0,0,0,0,0,0
"4774","ENST00000394885.7",0,0,0,0,0,0,0,0,0,1.19594,0,0,0,0,0,0
"5040","ENST00000613247.4",8.27765e-05,36.9465,0.000283564,6.99572e-07,2.12658e-05,0,1.06923e-06,1.47846e-05,0,136.498,0,0.000100039,94.0951,37.7895,1.19964e-08,62.5383
"5041","ENST00000352371.5",592.115,630.685,659.542,644.358,604.987,690.88,662.279,577.908,712.81,501.397,679.601,603.629,508.173,584.178,634.433,592.816
"5042","ENST00000616056.4",845.885,604.368,603.458,636.642,751.013,640.12,655.721,784.635,717.19,709.105,637.399,678.597,652.732,775.033,637.567,774.644
"5043","ENST00000332987.5",0,0,0,0,0,0,0,1.07081e-05,0,0,0,0,0,0,0,0
"5049","ENST00000436763.1",0,0,0,0,0,0,0,3.01941,0,0,0,0,0,0,0,0
"5050","ENST00000480236.2",0,0,0,0,0,0,0,1.43705,0,0,0,0,0,0,0,0
"5062","ENST00000216237.9",682.946,591.458,652.531,609.037,674.623,694.575,663.122,694.618,535.228,654.343,660.335,701.507,691.579,621.891,677.232,529.743
"5065","ENST00000466589.5",0,0,0,0,0,0,0,0,0,4.66236,0,0,0,0,0,0
"5066","ENST00000453659.1",0,0,0,0,1.42354,0,0,0,0,0,1.16891,0,0,0,0,0
"5067","ENST00000479978.5",0,0,0,0,0,0,0,0,0,0,0,2.02145,0,0,0,0
"5068","ENST00000452106.5",0,1.05053e-08,0,0,0,1.70617e-08,0,1.86587e-06,0,0,0,0,0,0,0,0
"5070","ENST00000450939.1",0,0,0,0,0,0,0,8.10648,0,0,0,0,0,0,0,0
"5102","ENST00000304177.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05252
"5144","ENST00000321753.7",507,429,511.491,466.399,360,582,453.291,476.988,464,541.601,453.643,431,497.437,438.623,485,476.244
"5145","ENST00000419475.1",7.00036,0,3.50866,4.60145,3.77005e-07,0,4.70852,3.0117,0,2.39865,8.3572,0,7.56333,3.37663,0,3.75564
"5161","ENST00000616632.4",0,0,0,0,0,0,0,0,0,0,0,0,0.546357,0,0,0
"5188","ENST00000481894.1",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"5281","ENST00000417999.5",26.4892,0,0,0,1.16717e-06,0,0,23.0018,0,0,0,16.0576,0,19.3649,0,0
"5282","ENST00000216241.13",500.565,469.079,480.565,423.963,493.953,471.311,439.915,555.187,498.969,656.995,492.496,496.414,466.421,497.694,629.768,514.257
"5283","ENST00000455425.1",0,4.46365,4.90379,0,0,0.114445,3.96287,10.087,7.80242,8.14869e-08,0,0,0,1.05013,0,0
"5485","ENST00000422252.1",0,0,0,0,0,0.890998,0,0,0.778053,0,0,0.971117,0,0,0,0
"5486","ENST00000331479.3",74.6037,66,78.25,83.5,75,66.2053,72.8759,68,63.7219,85.25,89.75,67.618,69.75,79.8581,98.5,69.0673
"5565","ENST00000454366.1",638,545,628,575,585,651,629,603,610,595,658,662,647,575,559,573
"5651","ENST00000360124.9",0,0,0,14.1307,0,0,0,0,0,0,2.93921e-06,0,0,0,0,0
"5652","ENST00000645361.1",95.9044,98.4644,34.1301,50.9251,29.8651,79.0927,0.00385912,1.9942,0.00389617,0.00321656,1.84076,42.9916,26.9154,11.9598,2.50042e-06,0
"5653","ENST00000645508.1",188.582,206.129,299.284,138.479,283.739,306.188,403.497,231.227,424.849,315.802,239.164,253.978,259.062,240.997,192.36,136.844
"5654","ENST00000360608.9",57.408,114.851,1.51056e-05,153.585,114.975,1.49203e-05,0.427417,114.992,1.59126e-07,1.77162e-06,57.4786,114.977,114.944,93.8334,229.614,229.595
"5656","ENST00000359033.4",278.047,260.418,317.047,260.467,150.058,229.238,230.161,246.888,181.543,236.085,275.159,191.574,231.653,263.109,232.091,210.653
"5658","ENST00000557275.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5694","ENST00000464663.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5828","ENST00000336418.8",0,0,1.5694,0,0,0,0,0,0,0,0,0,0,0,0,0
"5857","ENST00000397752.7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5963","ENST00000602404.5",20.1683,1.6761e-05,1.68318,11.9099,2.76463,29.7387,5.27322,18.4915,15.8185,28.894,0,16.8539,7.42689,30.9746,27.7096,8.17363
"5964","ENST00000498737.6",3.44863,3.44863,12.6805,10.2523,9.63242,4.41759,20.0259,6.12354,0,0,0,4.18925,0,0,4.49283,8.76376
"5966","ENST00000617763.1",186.701,224.205,180.229,131.261,183.176,164.114,132.077,154.117,216.545,122.318,217,153.681,199.719,151.076,107.9,101.424
"5979","ENST00000412698.2",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"5987","ENST00000506924.1",0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0
"6056","ENST00000569878.5",1,0,0,1.0003,0,0,1,2,0,1.13654,0,1.0006,0,2,2,1
"6191","ENST00000359139.7",1113.02,1173.15,1111.37,1341.93,1173.15,1066.42,886.428,1323.06,1067.75,1446.53,1239.15,1477.29,1151.46,1207.75,1149.3,1311.84
"6192","ENST00000395741.7",515.112,516.888,455.794,576.662,417.229,440.918,599.505,566.064,539.872,488.845,475.757,478.504,559.274,429.596,580.884,478.975
"6193","ENST00000395744.7",0.166894,18.5097,3.00219e-08,4.66808e-06,2.72515e-05,0.0218143,0.00114986,0.000654047,2.37245e-07,0.000155301,64.392,0.0275277,0,1.42149,0.000230043,0
"6194","ENST00000216061.9",0,0,0,5.7865,0,0,0,0,0,0,0,0,0,0,0,5.72967
"6196","ENST00000427222.2",3.23874e-07,3.09019e-08,0,0,3.29598e-06,9.57649,0,0.000811678,0.252782,8.61594e-07,1.66448e-08,6.30175,0,2.59233,0.050777,0
"6197","ENST00000473283.1",0,0,0,0,0,1.96236,0,1.966,0,0,0,0,0,0,1.93482,0
"6198","ENST00000470046.1",1.42231,0,0,0,0,0,1.3606,0,0,0,0,0,0,0,0,0
"6199","ENST00000612753.4",1566.28,1549.45,1536.84,1424.62,1759.62,1730.1,1613.71,1327.91,1579.12,1325.63,1376.7,1287.88,1463.26,1328.64,1517.83,1498.45
"6385","ENST00000494557.1",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"6541","ENST00000398004.3",0,0,0,0,0,0,0,0,0,1.03332,0,0,0,0,0,0
"6545","ENST00000399333.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6723","ENST00000238892.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"6772","ENST00000543096.5",0,0,0,0,0,0,0,0,0,1.022,0,1,1,0,0,0
"6826","ENST00000412217.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6838","ENST00000369787.7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7211","ENST00000444778.1",12.2849,8.25054,6.06529,11.3471,9.38115,2.46466,5.42238,8.06803,5.38105,0.668387,13.9927,12.3095,5.09705e-06,18.7492,11.6097,10.2483
"7212","ENST00000464908.5",7.52995,0,0,1.51776,30.7927,1.09944,0,0,9.91375,7.84908,13.5432,0,0.0129001,0,8.01002,2.61195
"7213","ENST00000493076.5",0,1.46761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7214","ENST00000493569.5",0,0,0,0,0,0,0,0,0,0,1.5662,5.43775,0,12.148,0.772985,0
"7215","ENST00000465557.1",0.00334684,0,0,0,0,0,0,0,0.87256,0,0,0,0,1.24053,10.6134,0.472218
"7217","ENST00000416905.1",48.4943,51.0386,37.7106,52.4922,37.7094,55.5258,58.0727,37.6179,43.8318,50.0185,47.5297,39.4045,39.0772,49.7418,41.6165,39.0077
"7218","ENST00000382011.9",450.877,439.065,341.26,393.584,401.095,363.744,340.703,333.24,387.561,349.953,388.685,389.11,406.081,419.572,424.582,422.833
"7219","ENST00000216122.8",81.8104,48.1782,71.9645,83.2134,58.0221,90.1666,73.8024,87.0745,62.4397,38.5113,68.6832,29.7381,92.8291,65.5482,46.7955,67.8265
"7220","ENST00000451351.5",0,0,0,1.84562,0,0,0,0,0,0,0,0,0,0,0,0
"7363","ENST00000415993.5",0,0,0,0,0,0,0,0,0,0,0,8.22918,7.76245,0,0,0
"7364","ENST00000216271.9",808.396,698.527,893.314,636.918,810.677,825.919,837.183,946.952,781.603,867.749,749.896,937.361,814.775,846.795,743.883,850.976
"7366","ENST00000454936.5",0,0,0,0,0,0,0,0,0,0,3.85078,0,0,0,0,0
"7367","ENST00000448072.5",0,0,0,0,0,0,11.1492,0,0,0,0,0,0,0,0,0
"7370","ENST00000477814.5",0,0,0,0,0,4.72469,0,0,0,0,0,0,0,0,0,0
"7371","ENST00000349505.4",212.18,242.44,203.88,208.085,238.049,173.251,155.923,160.369,188.08,104.806,230.364,131.858,205.96,208.256,168.644,148.554
"7373","ENST00000496235.5",0,0,1.76728,0,0,0,0,0,0,0,0,0,0,0,0,0
"7377","ENST00000470378.1",1.43136,0,1.45631,0,0,0,0,0,0,0,0,0,0,1.47077,0,0
"7380","ENST00000489424.5",0,0,0,0,0,0,1.20073,0,0,0,0,0,0,0,0,0
"7382","ENST00000497483.1",28.6057,0,19.5118,17.582,38.3645,13.5965,16.6687,17.1304,11.1874,0,3.76202,0,14.9148,11.9868,8.66349,11.8035
"7384","ENST00000626012.2",0.00135576,132.938,0.000301153,110.724,0.442838,19.2458,1.65855,0.00123743,53.5216,79.9506,120.663,0,23.1815,82.7358,135.407,15.1215
"7393","ENST00000520976.5",0,0,0,0,0,0,0,0,0,0,0,1,1.00074,0,0,0
"7534","ENST00000286298.4",0,0,0,0,1.00063,0,0,0,0,0,0,0,0,0,0,0
"7537","ENST00000411478.5",0,0,0,0,0,3.34382,0,0,0,0,0,0,0,0,0,0
"7539","ENST00000455233.5",115.186,115.17,115.9,119.075,121.007,143.867,105.72,162.001,144.773,158.884,138.845,159.223,115.362,134.851,99.6192,149.494
