"","id","converted_sample_01.fasta.fq_quant","converted_sample_02.fasta.fq_quant","converted_sample_03.fasta.fq_quant","converted_sample_04.fasta.fq_quant","converted_sample_05.fasta.fq_quant","converted_sample_06.fasta.fq_quant","converted_sample_07.fasta.fq_quant","converted_sample_08.fasta.fq_quant","converted_sample_09.fasta.fq_quant","converted_sample_10.fasta.fq_quant","converted_sample_11.fasta.fq_quant","converted_sample_12.fasta.fq_quant","converted_sample_13.fasta.fq_quant","converted_sample_14.fasta.fq_quant","converted_sample_15.fasta.fq_quant","converted_sample_16.fasta.fq_quant"
"34507","ENST00000395621.7",280.448,257.925,169.872,217.095,183.906,204.649,253.481,274.604,118.505,166.017,217.265,191.505,177.173,290.038,216.724,181.43
"34508","ENST00000453344.6",304.862,234.706,337.635,231.585,264.907,185.551,242.718,259.272,1267.27,1298.41,1184.17,1079.87,1050.23,1169.79,1024.05,1260.93
"34509","ENST00000395619.3",268.67,156.57,183.076,143.278,287.08,282.047,114.838,189.093,1111.32,900.968,961.467,1051.05,951.508,850.521,990.524,1010.26
"34510","ENST00000551731.1",0,0,2.99572,3.09405,0,0,0,3.26709,0,5.67383,5.44874,2.77573,5.6187,0,2.64832,5.51144
"34511","ENST00000610191.1",481.641,525.419,474.504,510.528,530.569,482.484,505.125,490.075,1377.79,1442.79,1344.76,1281.73,1317.39,1337,1363.16,1325.59
"34512","ENST00000608497.1",55.9755,49.911,52.6815,60.3245,49.4653,55.2592,62.5277,47.3679,121.761,154.072,123.752,125.363,151.667,116.312,147.104,139.88
"34579","ENST00000486435.1",0,0,0,0,0.953344,0,0,0,0,0,0,0,0,0,0,0
"34695","ENST00000355632.8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"34806","ENST00000263256.6",676.108,727.234,710.54,689.672,669.785,683,696.976,743.928,678.195,689.672,736.624,685.499,637.496,762.709,729.321,722.017
"34807","ENST00000468151.1",7.8917,27.7662,14.4603,16.3278,23.1546,0,17.0242,7.0722,3.80495,3.3278,18.3758,4.50131,9.49696,7.29141,19.6795,8.98311
"34911","ENST00000607223.6",0,0,0.000620629,0,0,0,0,0,0,0,0,0,0,0,0,0
"34971","ENST00000368405.7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"34973","ENST00000506037.1",0,1,1,1,0,1,2.08504,1,0,1,0,0,0,0,0,0
"34978","ENST00000392876.7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"35011","ENST00000534019.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"35180","ENST00000572659.1",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
"35419","ENST00000327492.3",897,908.209,928,871.704,892,916,937.837,838.698,856.93,875.163,858,883.14,1034.7,964.954,892.256,961.767
"35420","ENST00000434408.1",0,27.7907,0,0.296497,0,0,6.16279,20.3023,30.0698,20.8372,0,27.8605,12.3023,0.0455013,4.74419,24.2326
"35477","ENST00000576179.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"35571","ENST00000502908.2",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"35579","ENST00000465581.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"35618","ENST00000464350.6",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
"35670","ENST00000414786.6",0,14.4318,30.6524,0,0,0,14.1487,28.2016,39.2031,26.5347,14.0753,13.6565,27.3239,38.5387,13.2848,82.769
"35671","ENST00000445220.5",1.30574e-08,0,0.000411178,2.6815e-05,1.51342e-05,2.19502,27.3848,0,5.92604,1.4963e-08,56.5838,4.40479,0.000864171,0.379016,42.5601,25.3063
"35672","ENST00000262795.5",1.13757e-05,3.59152e-07,0.000432782,1.93678e-07,2.46104e-07,1.17221e-06,4.61926e-05,2.72223e-07,0,0,1.41593e-05,0,1.39766e-08,0,8.29508e-07,1.97787e-08
"35724","ENST00000461647.6",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"35842","ENST00000321990.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"36089","ENST00000570752.5",0,0,0,0,0,0,0,0,0,0,0,0,1.00806,0,0,0
"36133","ENST00000216471.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"36180","ENST00000520500.1",3,0,2,5,3,1.18783,1,1,2,2,3,5,2,2,1,5
"36277","ENST00000159647.9",863.853,691.557,836.481,588.24,658.114,893.547,645.313,721.658,799.335,700.643,768.779,427.37,827.607,610.772,697.432,720.386
"36278","ENST00000395842.2",734.83,857.93,649.466,810.585,734.279,720.414,736.215,669.324,784.242,750.334,844.248,830.4,795.36,880.011,940.626,650.211
"36279","ENST00000402472.2",319.318,309.513,324.053,394.174,375.607,261.039,435.473,374.018,342.423,324.023,309.973,417.23,391.033,340.217,298.942,351.403
"36357","ENST00000546957.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36359","ENST00000646577.1",2.67826,4.67826,0.839129,0,1.67777,3.67826,3.67826,0.678258,1,2.83913,1.83913,3,1.67826,3,0,3.83913
"36488","ENST00000400532.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"36514","ENST00000333407.10",1031.35,1123.37,1061.65,1048.18,954.306,974.114,1228.05,1053.79,1629.83,1684.04,1615.96,1557.39,1466.65,1491.92,1501.11,1463.21
"36515","ENST00000488874.1",0,0,0,0,0,0,0,0,51.7904,47.4095,52.0729,35.2664,64.1152,58.6004,53.4131,41.1854
"36516","ENST00000473717.1",184.651,185.626,199.35,168.817,159.694,188.886,183.951,145.206,1280.46,1368.55,1253.97,1364.35,1407.23,1275.48,1392.48,1333.61
"36554","ENST00000453888.7",0,0,0,0,0,0,0,1.15659,0,0,0,0,0,0,1.13749,0
"36555","ENST00000444313.7",707.812,610.107,523.913,719.651,545.215,514.396,668.122,575.576,722.279,890.557,705.291,712.279,675.673,924.716,509.726,537.77
"36556","ENST00000416291.5",19.1835,13.4087,10.4068,8.93453,22.1363,11.7835,7.90887,6.46423,15.5661,22.3278,14.3159,16.3586,11.0022,9.38082,32.1685,10.3779
"36557","ENST00000475485.6",0,0,0,0,1.79446,0,0,0,0,0,0,0,0,0,0,0
"36558","ENST00000417767.1",0,0,1.72235,0,0,0,0,0,0,0,0,0,0,0,0,0
"36559","ENST00000356909.7",0.46027,0,0,1.04844,0,0,0,9.90791,2.61226e-06,4.91618,9.25839,14.8258,0,0,0,7.97615e-07
"36562","ENST00000468564.6",0,1.35565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36563","ENST00000472551.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.02748,0,0
"36564","ENST00000422871.5",678.483,843.263,760.958,631.924,885.643,843.82,665.176,722.894,584.155,573.238,677.947,661.517,769.474,672.876,800.968,862.852
"36565","ENST00000415224.5",13.0616,38.8659,0,41.4414,16.211,0,53.7926,0.000909335,2.38712e-05,5.9611,4.18768,1.01965,9.85082,0,0,0
"36586","ENST00000238831.8",0,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0
"36666","ENST00000596217.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"36947","ENST00000590000.1",0,0,0,0,1.01326,0,0,0,0,0,0,1,0,1.57574,0,2
"37011","ENST00000575300.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"37064","ENST00000374296.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37094","ENST00000311507.8",2,2,1,1,3,3,5,5,0,3,1,1,1,1,1,3
"37281","ENST00000393927.8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"37432","ENST00000562178.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"37459","ENST00000507354.5",0,1,1.00218,2,0,0,0,1,0,0,1,1,0,1,0,0
"37582","ENST00000569450.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"37662","ENST00000448299.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37834","ENST00000559370.5",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"37851","ENST00000530212.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"37860","ENST00000266085.6",935,987,1050,978,1043,929,947,913,958,922,976,959,1045,917,987,1021
"37950","ENST00000533028.7",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"37973","ENST00000552951.6",5,3,14,13,7,11,11,5,9,14,8,6,10,4,11,7.00185
"37975","ENST00000622317.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1.40571,0,0
"38024","ENST00000490672.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"38057","ENST00000512264.1",0,0,0,0,0,0,0,0,0,0,1.34543,0,0,0,0,0
"38091","ENST00000523926.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38093","ENST00000265322.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38254","ENST00000539479.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"38351","ENST00000585807.5",5,5,2,9,6,5,4,4,4,1,3,3,7,6,4,3
"38549","ENST00000491741.5",0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"38706","ENST00000337090.7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"38760","ENST00000300399.7",411,410.249,363,452,376,371,344,374,395,438,393,359,452,348,371,426
"38761","ENST00000534972.3",0,15.7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38764","ENST00000355257.7",372.354,261.736,362.762,286.088,334.082,373.337,411.072,324.2,249.988,410.045,257.005,287.142,303.149,320.086,242.972,298.786
"38765","ENST00000215956.9",0,105.71,78.4167,0.141887,0.0480204,103.78,2.32849,74.9127,36.5843,0,44.5887,21.9076,46.5862,66.1426,25.9149,33.6031
"38766","ENST00000401959.5",304.542,193.288,173.547,301.593,264.23,141.516,284.414,200.574,305.294,273.618,248.131,288.32,204.612,209.788,258.062,281.782
"38768","ENST00000402458.1",44.1041,32.2652,16.2741,56.1771,28.64,18.3673,39.1855,34.3134,30.0931,1.33748,25.2754,33.6306,43.6527,39.9838,60.0504,46.8289
"38770","ENST00000469028.1",0,0,0,0,0,0,0,0,1.04023,0,0,0,0,0,0,0
"38905","ENST00000343526.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"38911","ENST00000380903.6",497,440,422,494,402,512,467,422.999,2681,2623,2510.18,2678.29,2572,2562,2273.05,2604
"38912","ENST00000492092.1",0,0,0,1.8451e-08,0,0,0,0.000640297,0,0,17.8231,17.7086,0,0,26.7567,0
"38913","ENST00000611222.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1981,0
"39060","ENST00000475168.1",3,1,2,3,4,4,4,1,0,6,5,2,2,4,2,3
"39272","ENST00000367262.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"39292","ENST00000491387.1",0,17.0411,0,0,3.23713,0,0.000101095,26.6806,1.84817,0,1.62206,0,0,0,0,4.75802
"39293","ENST00000308521.9",1020.36,1048.62,979.208,993.284,1036.93,1089.24,1045.04,1054.08,521.19,513.417,555.22,545.16,605.554,558.438,536.136,523.417
"39294","ENST00000381565.2",126.742,157.368,117.121,160.653,107.472,147.251,155.187,132.822,192.122,97.8335,172.26,111.39,153.909,165.449,170.427,145.997
"39296","ENST00000338040.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"39346","ENST00000602163.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"39629","ENST00000485767.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"39669","ENST00000556129.1",0,0,0,0,0,1.32218,0,0,0,0,0,0,0,0,0,0
"39846","ENST00000274609.5",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5
"39905","ENST00000485034.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40005","ENST00000485004.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"40057","ENST00000534754.5",9,7,6,6,4.00901,10,9,10,5,10,8,6,5,6,13,6
"40153","ENST00000369936.2",2,4,1,0,6,2,5,5,0,1,2,1,2,0,2,3
"40209","ENST00000347635.8",1902.94,1811.41,2071.43,1863.58,1772.58,1815.94,1729.19,1982.86,1939.67,1732.69,1906.94,1827.49,1751.19,1901.23,1894.02,1779.21
"40210","ENST00000407019.6",0,0,0,0,0,0,5.63614,0,0,0,6.15594,0,0,0,0,0
"40215","ENST00000434760.5",0,0,0,0,0,0,0,0,0,0,0,0.5888,3.78802,0,0.881126,0
"40217","ENST00000484186.5",40.6041,46.0355,28.7543,30.9523,27.3916,35.5341,40.8529,39.4889,48.4978,46.515,51.0451,31.9638,22.9165,27.4044,32.0666,14.6044
"40220","ENST00000396096.6",104.142,135.553,98.8863,98.1285,72.5596,83.8592,101.837,148.701,67.8499,108.077,113.94,101.489,82.1636,150.09,114.793,133.005
"40223","ENST00000419387.5",0,0,0,0,0,0,0,0,0,0,0,9.98737e-05,0,0,0,0
"40224","ENST00000422489.1",5.06083,0,0,0.157368,0,0,0,2.27013,0.00071746,6.38787,0,3.76024e-06,0,0,7.9107e-07,0
"40226","ENST00000491860.1",37.2529,0,24.9311,28.1859,15.4641,7.6665,30.489,22.3754,37.9821,18.306,25.9226,30.4692,33.9397,19.4754,27.2434,3.17932
"40227","ENST00000469163.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2.22326,0,0
"40539","ENST00000592732.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"40623","ENST00000282406.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"40693","ENST00000258349.8",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"40794","ENST00000555237.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"40857","ENST00000602501.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40865","ENST00000325157.6",583,606,582,584,503,542,585,593,575,556,533,588,590,561,481,559
"40910","ENST00000344138.8",94.2294,81.5222,69.4383,91.9748,95.2486,86.6088,92.1411,106.683,91.2109,107.237,98.5278,86.9984,96.6707,90.0675,86.0416,101.789
"40912","ENST00000478445.1",0.157131,0,0,0.0120658,0,0,0,0,0,0,0,0,3.92691,3.66619,0,0
"40914","ENST00000407075.3",165.006,157.828,166.663,150.853,145.601,141.166,137.158,162.207,184.804,184.138,158.568,149.174,180.716,145.547,164.082,154.732
"40916","ENST00000460449.1",61.6079,49.6496,34.8983,42.1599,31.1501,52.2249,36.7006,54.1102,29.985,30.6246,46.9042,48.8274,52.6863,52.7191,55.8764,29.479
"40979","ENST00000392064.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50449
"41081","ENST00000467137.1",0,0,0,0,0,1,0,0,0,0,1,1.38107,0,0,2,0
"41122","ENST00000402255.5",0,0,0,0,0,0,0,0,0,12.5721,0,0,0,0,0,0
"41123","ENST00000488758.1",19.286,16.0241,33.6733,18.623,30.3749,28.208,18.5838,19.567,23.9226,34.847,27.6413,22.7107,25.1609,27.8703,24.5321,30.9622
"41124","ENST00000249116.6",508.232,431.848,473.862,501.179,488.358,558.393,480.749,373.68,440.6,519.302,506.566,421.231,431.186,461.996,492.792,501.106
"41125","ENST00000618553.1",107.961,142.103,134.737,102.957,123.252,59.277,155.553,122.052,112.922,120.232,114.351,112.758,172.57,132.712,115.76,149.372
"41143","ENST00000421043.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292381
"41179","ENST00000397641.7",744.367,581.832,670.035,670.618,669.592,635.554,655.48,743.16,626.693,692.041,618.555,624.49,768.157,644.023,789.461,735.554
"41182","ENST00000215862.8",444.633,568.168,580.572,557.382,479.715,565.39,540.52,486.84,546.043,614.959,581.445,509.265,482.843,550.977,490.539,456.446
"41183","ENST00000469915.1",0,0,9.39289,0,9.69332,15.0567,0,2.88063e-05,10.2646,0,0,7.24494,0,0,0,0
"41185","ENST00000407298.7",283.096,221.001,262.129,193.046,228.041,183.243,262.987,235.62,212.403,280.956,214.752,228.47,260.578,211.44,211.676,220.708
"41187","ENST00000335760.9",0,0,0,0,0,0,0,0,0,0,0,0,0,12.8103,0,15.1431
"41188","ENST00000333467.3",431.737,417.32,371.367,377.834,406.562,438.128,358.001,382.786,333.06,422.605,350.464,483.144,326.43,446.689,390.934,322.96
"41420","ENST00000507550.5",0,4.34313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41449","ENST00000540565.1",0,0,0,0.81798,0,0,0,0,0,0,0,0,0,0,0.81798,0
"41547","ENST00000277942.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"41550","ENST00000485119.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"41586","ENST00000357436.5",340.291,409.368,333.239,403.057,440.974,378.332,363.031,397.11,327.755,473.974,303.557,318.05,338.65,353.187,423.524,395.497
"41587","ENST00000644149.1",13.1281,0,0,19.5377,0,0,3.49012e-06,0,8.47805e-08,0,0,0.955391,0,0,0,0
"41589","ENST00000495174.5",49.0165,32.0882,54.8378,63.698,42.2915,73.0902,31.6808,38.8972,56.8852,56.2236,53.9272,77.167,82.013,69.4429,38.0869,55.523
"41591","ENST00000459646.1",2.97491,18.536,5.26301,2.95344,15.3677,12.7403,25.0251,15.1267,5.19587,14.723,6.29232,12.0884,5.9389,7.94628,17.3989,23.2462
"41592","ENST00000466097.1",0,0,0,0,0,24.1208,24.9939,0,12.217,0,11.8865,55.9545,0,25.9575,16.7827,44.0462
"41593","ENST00000643339.1",117.589,94.0082,89.6606,88.7535,88.3664,65.7163,59.2692,44.8661,118.946,62.0795,115.337,27.785,97.3985,55.4663,52.2071,59.6871
"41834","ENST00000395693.7",465.498,395.621,534.413,572.853,361.407,422.973,536.33,505.028,458.829,460.665,584.736,455.301,512.566,279.024,503.361,525.121
"41835","ENST00000252785.3",219.762,243.355,194.487,143.743,240.479,235.714,191.822,222.307,275.996,207.295,173.339,222.794,165.867,247.652,191.378,282.865
"42004","ENST00000343632.8",2235.07,1994.45,2001.16,1949.91,2060.93,2046.76,2031.87,1965.79,2683.84,3010.95,2915.66,2977.72,2913.8,2879.8,2744.28,2846.49
"42005","ENST00000381756.9",4.58488e-07,0.0192433,0,0.0241804,8.90337,0,17.1371,0,0,0,0,0,0,0,1.85334e-07,0
"42006","ENST00000489772.5",247.732,272.654,261.619,250.517,225.292,303.844,310.742,198.082,296.072,297.293,307.869,309.863,263.446,286.997,262.309,298.449
"42008","ENST00000429218.5",0,1.2396e-07,0,0,0,0,0,0,0,0,31.4545,0,0,0,0,0
"42009","ENST00000325180.12",344.34,377.562,419.738,441.209,334.739,283.183,434.935,360.502,1803.28,1698.12,1803.96,2011.36,1811.01,1928.73,2032.82,1832.13
"42013","ENST00000453208.5",0,0,0,0,0,0,0,0,3.78936,0,0,0,0,0,0,0
"42014","ENST00000447515.5",5.28662,0,0,0,0,0,0,0,0,0,14.6475,2.49037,0,0.000194323,1.52841,0
"42015","ENST00000406772.5",204.288,255.254,174.654,270.884,404.789,381.9,361.926,343.093,136.537,219.427,137.754,86.6848,191.982,194.582,169.628,203.514
"42016","ENST00000431745.5",28.2807,37.0579,31.681,44.2142,34.6299,27.7532,26.5416,17.21,46.613,34.5919,20.0577,30.8452,39.6212,28.9261,68.6227,37.8126
"42017","ENST00000484804.5",24.3087,12.9107,29.1658,21.6481,6.78456,4.60852,19.3201,23.1868,19.6319,23.1606,15.0257,20.3196,16.6989,18.9034,26.2576,24.7549
"42018","ENST00000488672.1",0,0,0,0,0.916364,0,0,0,0,0,0,0,0,0.978032,0,0
"42020","ENST00000413251.5",4.50709e-07,7.17309e-08,7.07095e-08,8.99513e-07,1.33283e-06,2.23067e-07,3.35272e-06,2.03529e-06,6.18542e-07,1.15126e-07,8.1237e-08,3.79868e-07,2.0052e-08,2.87221e-08,3.87909e-07,2.105e-08
"42021","ENST00000423024.1",88.308,71.7061,99.8362,66.3259,87.5565,111.853,92.9777,91.1304,177.888,182.462,128.703,173.069,204.033,177.471,166.863,231.26
"42024","ENST00000475445.1",0,0,0,0,0,0,0,1.08202,0,0,0,0,0,0,0,0
"42025","ENST00000463672.1",37.3842,25.3855,40.1485,46.2721,44.3731,28.0966,26.5519,35.9259,82.3516,57.9955,38.8673,54.651,43.4133,91.593,97.6949,40.5885
"42039","ENST00000622767.4",0,0,0,0,0,0,0,0,0,2.04972,0,0,0,0,0,0
"42056","ENST00000395733.7",17.7114,23.8034,21.6069,6.27584,13.6727,27.4305,13.6121,17.7168,12.1367,16.2045,26.6775,17.3814,10.1453,13.0726,7.18545,10.8316
"42057","ENST00000216075.10",147.633,190.685,192.219,177.304,162.896,170.768,188.199,184.112,193.022,171.23,151.318,212.56,147.341,164.289,154.844,151.815
"42058","ENST00000395732.7",108.656,105.512,94.1744,89.389,102.431,116.188,90.1882,86.1708,99.8409,112.566,81.0042,96.0587,113.483,94.6387,104.971,113.657
"42059","ENST00000451761.1",0,0,1.66839e-08,0.0312939,2.07063e-05,14.6135,0.00029768,0,0,0,0,0,16.0307,0,0,4.6965
"42098","ENST00000369976.5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"42150","ENST00000557187.1",2,1,3,1,4,4,4,3,5,2.99797,3,7,0,3,4,4
"42154","ENST00000380167.8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"42240","ENST00000248975.5",275.175,337.119,303.764,353.796,409.784,324.718,349.031,310.912,294.234,322.824,306.147,294.234,328.78,298.999,327.589,316.868
"42243","ENST00000479649.1",0,0,0,0,0,3.64016,0,0,0,0,0,0,0,0,0,0
"42245","ENST00000420430.1",35.8254,16.8813,34.2358,7.20408,40.2162,29.6422,16.969,30.0884,26.7657,35.1761,23.8534,28.7657,32.22,8.00076,13.4112,33.8568
"42361","ENST00000544117.6",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"42449","ENST00000598975.2",16.8632,6.13879,32.7859,30.2911,25.5357,48.4304,17.5878,4.38132,33.1686,22.9103,28.6882,36.6967,19.5629,40.7114,19.2371,38.3766
"42453","ENST00000359511.4",5,1,2,2,2,1,1,0,0,2,1,2,3,1,2,0
"42536","ENST00000395876.6",607.212,630.372,625.463,644.755,685.65,653.897,757.471,690.306,630.242,661.246,645.614,663.47,604.357,610.512,709.486,598.887
"42537","ENST00000311597.9",787.717,749.504,890.2,759.901,708.924,852.551,670.689,805.195,697.139,876.898,723.805,797.998,816.592,783.798,666.236,716.479
"42538","ENST00000483836.1",40.2308,56.4914,45.123,51.9023,41.4983,38.7552,38.4769,19.4805,63.6796,46.5515,31.3756,51.1059,49.6878,14.2597,41.1277,58.1735
"42539","ENST00000442311.1",32.2965,6.78179e-06,7.41648,41.2432,6.59549,10.055,0,9.21778,32.1016,34.4865,30.5097,1.2079,42.2513,11.2122,17.0805,15.0091
"42540","ENST00000470008.1",19.5435,14.6319,18.7975,15.1982,18.3321,16.7415,17.3631,27.8006,21.8379,13.8176,19.6964,19.2186,19.1118,24.2186,22.0698,17.4509
"42549","ENST00000307792.8",0,1.53432,1,0,0,1.1687,0,0,0,2.00805,0,0,0,1.00017,0,0
"42550","ENST00000643230.1",0,1.23936e-07,6.15304e-08,0,0,1.62529e-07,0,0,0,1.12514e-07,0,0,0,1.92242e-08,0,0
"42693","ENST00000546741.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"42726","ENST00000447870.6",11.1253,0.0971889,59.0801,28.8287,0.167998,27.5222,0,52.5874,1.54806,24.808,24.3783,66.6018,0,0,25.4576,40.2288
"42727","ENST00000477564.5",48.5473,141.056,171.166,59.0043,140.808,202.018,38.6215,232.8,127.61,48.9366,0.107829,164.37,122.308,198.911,159.213,149.294
"42728","ENST00000534080.5",0,0,0,0,0,0,0,0,10.5793,0,0.00376655,0,0,0,0,0
"42729","ENST00000416156.6",112.647,11.3193,11.2042,96.0921,0.00636259,8.5201e-07,135.71,1.72948e-05,20.7026,90.877,146.226,15.3488,24.8741,7.98438e-06,0.177444,16.1654
"42730","ENST00000327678.9",180.24,134.685,32.6389,106.342,149.466,52.8687,113.267,42.1319,80.8141,71.0508,68.385,52.8948,46.8901,96.9164,73.4536,87.7227
"42732","ENST00000407614.8",79.7459,54.1273,89.4778,90.7962,37.209,61.5749,51.5854,77.0133,83.4304,63.3219,84.7265,66.568,52.0342,74.3645,75.6564,85.8826
"42733","ENST00000335879.5",0,11.2324,14.6757,10.0121,0.000137828,25.8231,0.00616452,33.7619,0.000206387,13.5367,0,25.1688,14.5192,26.366,14.4482,5.67754
"42735","ENST00000340239.8",0,0,0,0,0,0,0,0,0,0,0,5.84627,0,0,0,0
"42736","ENST00000328879.8",901.91,942.67,980.22,936.197,951.013,904.052,946.602,872.856,1061.14,928.551,924.497,1060.31,999.599,881.402,938.576,952.864
"42738","ENST00000479601.5",5.39521,4.45978,0.000191895,6.29814e-05,8.88653e-08,0,5.00823e-07,0,14.2531,0,24.2408,28.4737,3.57151e-05,5.8302,7.24532e-08,0
"42739","ENST00000451553.1",11.0289,30.0725,25.1225,41.0537,60.3798,27.7849,6.75432,52.7678,25.7157,34.8273,17.5062,29.6374,40.3904,20.7796,36.44,18.1916
"42741","ENST00000458248.5",4.38106,0,0,0,0,0,0,0,0,0,0,0,0,2.49807e-05,0,0.000900721
"42743","ENST00000494929.5",19.2851,19.6251,33.7926,19.7498,22.8544,13.1631,33.6279,37.5088,16.3983,40.8581,31.8469,30.1329,28.4701,24.9886,36.6584,22.8924
"42804","ENST00000216254.8",534.948,513.069,519.22,521.395,484.978,474.15,496.824,620.976,556.767,549.546,562.459,571.17,583.574,568.367,612.212,463.632
"42809","ENST00000481310.1",0,0,6.11162,1.04086,2.22539,1.57757,2.84007,0,0,0.125304,0.705188,2.42186,9.01839,0,0,0
"42868","ENST00000299565.9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"42899","ENST00000290585.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"42940","ENST00000405409.6",7360.38,7114.47,7322.32,7733.75,7504.76,7398.21,7435.33,7321.3,7346.15,7420.72,7738.62,7548.69,7501.89,7240.33,7673.38,7843.63
"42941","ENST00000414461.6",0,0,0,0,0,1.39627e-08,0,1.51319e-07,1.8667e-06,0,0,0,0,0,0,0
"42942","ENST00000449924.6",331.398,233.072,430.037,326.602,433.669,316.876,352.447,396.166,347.526,333.81,322.696,269.848,276.692,284.448,374.09,339.789
"42945","ENST00000359369.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103289,0
"42946","ENST00000463509.1",0,0,0,0,0.54741,0,0,0,0,0,0,0,0,0,0,0
"42947","ENST00000416721.6",9.76601e-07,1.28274e-06,0.000153863,0.000661352,0.05451,0,0.0096668,0,0,0.186123,3.61354e-05,0,0,0.729454,0,0
"42948","ENST00000495377.6",0,2.89268,0,0,0,0,0,0,0,0,0,0,2.55522,0,0.466212,0
"42949","ENST00000438146.6",438.035,339.242,410.83,405.048,351.677,459.721,453.758,388.536,351.163,431.786,429.814,423.464,461.321,473.975,419.102,413.586
"42950","ENST00000473487.6",61.5942,46.3305,27.9071,65.7997,54.8462,57.141,68.7252,35.0004,58.0122,75.5982,66.6266,83.8661,67.8694,73.2122,43.6489,49.9966
"42953","ENST00000397305.3",0,0,0,0,0,0,0,0,0,2.05549,0,2.11623,0,0,4.35259,0
"43020","ENST00000436518.5",23.2722,19.4964,16.454,23.2759,18.0353,35.7812,0,39.5677,11.2835,22.988,44.5645,48.1949,10.5792,25.068,45.032,26.7802
"43021","ENST00000334554.11",1020.55,1038.62,912.598,1025.68,927.012,1000.75,1007.87,875.293,1053.29,981.192,955.056,869.29,1087.9,950.501,989.024,939.1
